Unnamed: 0,question,answer
115.0,48电池容量多大,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
116.0,问一下电池容量多大的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
117.0,48的电池容量多大的吗,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
118.0,电池的容量多大,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
119.0,这个电池容量是多大的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
120.0,这电池容量,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
121.0,上海48电池容量多大,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
122.0,电池容量多少,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
123.0,电池容量是多少,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
124.0,电池容量大,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
125.0,电池容量是多少的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
126.0,电池容量是多大的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
127.0,电池容量呢,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
128.0,这个电池容量是多少,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
129.0,电池容量是多少啊,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
130.0,咱们电池容量多少,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
131.0,电池容量问题,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
132.0,电池容量多少的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
133.0,电池容量都是多大的啊,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
134.0,电池容量是多少的呢,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
135.0,电池容量是多大啊,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
136.0,请问淮安这边换电电池容量多大的啊,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
137.0,还有电池多大的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
138.0,我把电池多大的容量,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
139.0,你好金华义乌附近的60电池容量多大,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
140.0,电池多少容量,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
141.0,电池是多少容量,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
142.0,电池多少容量的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
143.0,我们电池没有容量吗,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
144.0,电池是多少容量的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
145.0,一个电池的容量是多大的呢,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
146.0,电池是多大的容量,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
147.0,电池是多容量的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
148.0,60的容量多大,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
149.0,电瓶容量多大的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
150.0,这里换电的电池容量是多大的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
151.0,请问电池容量是多大的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
152.0,电池容量多少毫安,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
153.0,电池容量规格,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
154.0,电池容量规格多少,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
155.0,48电池容量,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
156.0,每块电池容量多少,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
157.0,电池是多少伏多少安的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
158.0,电池多少毫安,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
159.0,电池多少安,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
160.0,电池48v几安的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
161.0,电池60v几安的,尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah，具体的以您当地实际投放情况为准。
162.0,电池是什么品牌,您好，我们的品牌是这锂换电。
163.0,电池是什么电芯,您好，我们的品牌是这锂换电。
164.0,电池品牌是哪个,您好，我们的品牌是这锂换电。
165.0,电池是那个品牌,您好，我们的品牌是这锂换电。
166.0,你们品牌的电池,您好，我们的品牌是这锂换电。
167.0,电池品牌和型号,"尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah尺寸(两种）：长宽高：312mm*175mm*150mm /312mm*175mm*220 mm请选择适配您自己车子的电池规格
电池续航要分以下三种情况：
1、理论上：48v满电续航在50~60公里左右，60v满电电池续航在60~70公里，60max满电电池续航在80~100公里
2、理论续航里程范围仅供参考，需要结合实际骑手车辆控制器功率和车辆载重/使用城市的路况综合考虑为准
3、骑手使用车辆型号、使用城市的路况和车辆的载重等各方面因素都会对电池续航里程造成影响。您好，我们的品牌是这锂换电。尊敬的用户，电池的常用规格：48/60v/48max/60max，26ah-50ah尺寸(两种）：长宽高：312mm*175mm*150mm /312mm*175mm*220 mm请选择适配您自己车子的电池规格
电池续航要分以下三种情况：
1、理论上：48v满电续航在50~60公里左右，60v满电电池续航在60~70公里，60max满电电池续航在80~100公里
2、理论续航里程范围仅供参考，需要结合实际骑手车辆控制器功率和车辆载重/使用城市的路况综合考虑为准
3、骑手使用车辆型号、使用城市的路况和车辆的载重等各方面因素都会对电池续航里程造成影响。您好，我们的品牌是这锂换电。"
168.0,你们电池续航多少,"您好，电池续航要分以下情况：
1、理论上：48v满电续航在50~60公里左右，60v满电电池续航在60~70公里；60vmax满电电池续航在80-100公里
2、理论续航里程范围仅供参考，需要结合实际骑手车辆控制器功率和车辆载重/使用城市的路况综合考虑为准。"
